University,Course Title,Short Description,Syllabus,Credits
Carnegie Mellon University,E-Learning,"This course is about e-learning design principles, the evidence and theory behind them, and how to apply these principles to develop effective educational technologies. It is organized around the book ""e-Learning and the Science of Instruction: Proven Guidelines for Consumers and Designers of Multimedia Learning"" by Clark & Mayer, with further readings drawn from cognitive science, educational psychology, and human-computer interaction. You will learn design principles 1) for combining words, audio, and graphics in multimedia instruction, 2) for combining examples, explanations, practice and feedback in online support for learning by doing, and 3) for balancing learner versus system control and supporting student metacognition. You will read about the experiments that support these design principles, see examples of how to design such experiments, and practice applying the principles in educational technology development.","This course is about e-learning design principles, the evidence and theory behind them, and how to apply these principles to develop effective educational technologies. It is organized around the book ""e-Learning and the Science of Instruction: Proven Guidelines for Consumers and Designers of Multimedia Learning"" by Clark & Mayer, with further readings drawn from cognitive science, educational psychology, and human-computer interaction. You will learn design principles 1) for combining words, audio, and graphics in multimedia instruction, 2) for combining examples, explanations, practice and feedback in online support for learning by doing, and 3) for balancing learner versus system control and supporting student metacognition. You will read about the experiments that support these design principles, see examples of how to design such experiments, and practice applying the principles in educational technology development.",12
Carnegie Mellon University,Tools for Online Learning,"In this course, we will explore issues that pertain to interaction and interface design. The class will focus on elements of the larger interaction design process including basic design principles, information architecture and navigation, planning and brainstorming methods, and techniques for developing rapid sketches and prototypes. Course Requirements: This class will not focus on learning specific software tools. Students are expected to have prior experience using a variety of design and programming tools. Please speak with the instructor if you have questions regarding these prerequisites.","In this course, we will explore issues that pertain to interaction and interface design. The class will focus on elements of the larger interaction design process including basic design principles, information architecture and navigation, planning and brainstorming methods, and techniques for developing rapid sketches and prototypes. Course Requirements: This class will not focus on learning specific software tools. Students are expected to have prior experience using a variety of design and programming tools. Please speak with the instructor if you have questions regarding these prerequisites.",12
Carnegie Mellon University,"Gadgets, Sensors and Acitivity Recognitopn","This course will cover new techniques and technologies for creating high quality user interfaces. It will consider current work in this area, emphasizing readings from the research literature as well as practical projects involving the implementation of new concepts in user interface software or other technology. Typical topics to be covered might include: advanced interaction techniques, ubiquitous computing, tangible interfaces, mobile and wearable computing, web-based interaction, information visualization, virtual and augmented reality, new input devices, audio, speech, and other new interaction modalities. Specific topics for each year will be chosen from the current research literature.","This course will cover new techniques and technologies for creating high quality user interfaces. It will consider current work in this area, emphasizing readings from the research literature as well as practical projects involving the implementation of new concepts in user interface software or other technology. Typical topics to be covered might include: advanced interaction techniques, ubiquitous computing, tangible interfaces, mobile and wearable computing, web-based interaction, information visualization, virtual and augmented reality, new input devices, audio, speech, and other new interaction modalities. Specific topics for each year will be chosen from the current research literature.",12
Carnegie Mellon University,Usable Privacy & Security,"There is growing recognition that technology alone will not provide all of the solutions to security and privacy problems. Human factors play an essential role in these areas, and it is important for security and privacy experts to have an understanding of how people will interact with the systems they develop. This course is designed to introduce students to a variety of usability and user-interface problems related to privacy and security and to give them experience in understanding and designing studies aimed at helping to evaluate usability issues in security and privacy systems. The course is suitable both for students interested in privacy and security who would like to learn more about usability, as well as for students interested in usability who would like to learn more about security and privacy. Much of the course will be taught in a graduate seminar style in which all students will be expected to do reading assignments for each class. Students will also work on a group project throughout the semester.","There is growing recognition that technology alone will not provide all of the solutions to security and privacy problems. Human factors play an essential role in these areas, and it is important for security and privacy experts to have an understanding of how people will interact with the systems they develop. This course is designed to introduce students to a variety of usability and user-interface problems related to privacy and security and to give them experience in understanding and designing studies aimed at helping to evaluate usability issues in security and privacy systems. The course is suitable both for students interested in privacy and security who would like to learn more about usability, as well as for students interested in usability who would like to learn more about security and privacy. Much of the course will be taught in a graduate seminar style in which all students will be expected to do reading assignments for each class. Students will also work on a group project throughout the semester.",12
Carnegie Mellon University,Learning Analytics and Educational Sciences,"This course will take a human centered data science approach to exploring data generated from educational systems, including learning management systems, online courses, MOOCS, educational games, and intelligent tutoring systems. Students will be exposed to various methods used to analyze and visualize these data.","This course will take a human centered data science approach to exploring data generated from educational systems, including learning management systems, online courses, MOOCS, educational games, and intelligent tutoring systems. Students will be exposed to various methods used to analyze and visualize these data.",12
Harvard,Data Science 1 Introduction to Data Science,"Data Science 1 is the first half of a one-year introduction to data science. The course will focus on the analysis of messy, real life data to perform predictions using statistical and machine learning methods. Material covered will integrate the five key facets of an investigation using data: (1) data collection - data wrangling, cleaning, and sampling to get a suitable data set; (2) data management - accessing data quickly and reliably; (3) exploratory data analysis – generating hypotheses and building intuition; (4) prediction or statistical learning; and (5) communication – summarizing results through visualization, stories, and interpretable summaries.","data scraping, data management, data visualization, regression and classification methods, and deep neural networks.",0
Harvard,Data Science 2: Advanced Topics in Data Science,"Data Science 2 is the second half of a one-year introduction to data science. Building upon the material in Data Science 1, the course introduces advanced methods for data wrangling, data visualization, and statistical modeling and prediction. Topics include big data and database management, basic Bayesian methods, nonlinear statistical models, unsupervised learning, and topic models. The final module will consist of multiple deep learning subjects such as CNNs, RNNs and Autoencoders. The major programming languages used will be R and Python.","Big data and database management, basic Bayesian methods, nonlinear statistical models, unsupervised learning, and topic models. The final module will consist of multiple deep learning subjects such as CNNs, RNNs and Autoencoders. The major programming languages used will be R and Python.",0
Harvard,"Advanced Scientific Computing: Stochastic Methods for Data Analysis, Inference, and Optimization","This course develops skills for computational research with a focus on stochastic approaches, emphasizing implementation and examples.","Introduction to basic monte carlo methods: Buffon's needle, pi estimation, rejection and importance sampling, variance reduction methods; Bayes formalism and sampling: Bayesian modeling, Markov Chains, Metropolis-Hastings, MCMC convergence analysis, hierarchical Bayes, Gibbs sampling; Stochastic Optimization: simulated annealing, stochastic gradient decent, genetric algorithms; Dynamic systems: time series analysis, autoregressive-moving-average model, Box-Jenkins method, hidden Markov model, Sequential Monte Carlo, Particle Filters, Gaussian Processes; Advanced sampling methods: slice sampling, Hamiltonian MC, Parallel Tempering, Emcee Graphical Models: Basic modeling assumptions, learning graphical models",0
Harvard,Systems Development for Computational Sciences,"It is accepted that computation has emerged as the third pillar of science alongside the pillars of theory and experiment. Computational science is maturing rapidly and has found considerable and significant use in supporting scientists from various disciplines (including all engineering disciplines, physics, chemistry, finance, biology, and data analysis to name a few). Many burgeoning scientists are still taught to write ""a code"" for some problem and to debug when things look wrong. Given the ever-increasing complexity of software solutions to scientific problems, this old paradigm is no longer tenable.","CS207 is an applications course highlighting the use of software engineering and computer science in solving scientific problems. You will learn the fundamentals of developing scientific software systems including abstract thinking, the handling of data, and assessment of computational approaches: all in the context of good software engineering practices.",0
Harvard,Critical Thinking in Data Science,"This course examines the wide-ranging impact data science has on the world and how to think critically about issues of fairness, privacy, ethics, and bias while building algorithms and predictive models that get deployed in the form of products, policy and scientific research. Topics will include algorithmic accountability and discriminatory algorithms, black box algorithms, data privacy and security, ethical frameworks; and experimental and product design. We will work through case studies in a variety of contexts including media, tech and sharing economy platforms; medicine and public health; data science for social good, and politics. We will look at the underlying machine learning algorithms, statistical models, code and data. Threads of history, philosophy, business models and strategy; and regulatory and policy issues will be woven throughout the course.","This course examines the wide-ranging impact data science has on the world and how to think critically about issues of fairness, privacy, ethics, and bias while building algorithms and predictive models that get deployed in the form of products, policy and scientific research. Topics will include algorithmic accountability and discriminatory algorithms, black box algorithms, data privacy and security, ethical frameworks; and experimental and product design. We will work through case studies in a variety of contexts including media, tech and sharing economy platforms; medicine and public health; data science for social good, and politics. We will look at the underlying machine learning algorithms, statistical models, code and data. Threads of history, philosophy, business models and strategy; and regulatory and policy issues will be woven throughout the course.",0
Harvard,Capstone Project,"The CSE Capstone Project course will give you the opportunity to work as a team to integrate knowledge acquired in other courses and to apply skills and ideas in computational and data science such as data management, machine learning, statistics, and visualization. You will have the opportunity to solve complex real-world problems working across  knowledge domains and applying cutting-edge tools and methods incorporating critical thinking.","While working on a substantial and challenging project with your partner organization, company, or research lab, you will practice professional skills. Upon completion of the Capstone Project Course you will be prepared to conduct research at a professional level. The projects will be selected so that current statistical, machine learning, computational, and engineering methods can be used. In addition, most projects have been designed to address important contemporary business and societal issues.",0
Harvard,Data Systems,"We are in the big data era. Every two days we create as much data as much we created from the dawn of humanity up to 2003 [Eric Schmidt, Google]. We are going through major transformations in businesses, sciences, as well as everyday life - collecting and analyzing data, applying machine learning across diverse scenarios, and constructing large and complex data science pipelines change everything; the key common ingredient in all those cases is storing and accessing large amounts of data. In fact, this is typically the bottleneck in any complex data-driven process/ program because the way hardware has evolved, moving data is way more expensive than doing any kind of computation. Data systems provide the means to store and analyze a massive amount of data and thus they sit in the critical path of everything we do. A data system is effectively a large collection of data structures and algorithms that work in synchrony to solve complex data access requests. It is a $100B industry, growing 10% every year [Economist, ""Data, data everywhere""]. This course is a comprehensive introduction to modern data systems. The primary focus is on trends that are shaping the data management industry right now: column-store and hybrid storage systems, NoSQL key-value stores, shared nothing architectures, cache conscious algorithms, hardware/software co-design, main-memory systems, adaptive indexing, stream processing, and scientific data management. We also study the history of data systems, traditional and seminal concepts and ideas such as the relational model, row-store database systems, optimization, indexing, concurrency control, recovery and SQL. In this way, we discuss both how and why data systems evolved over the years, as well as how these concepts apply today and how data systems might evolve in the future. We focus on understanding concepts and trends rather than specific techniques that will soon be outdated - as such the class relies on recent research material and on a semi-flipped class model with a lot of hands-on interaction in each class.","data-driven algorithms, data structures, end-to-end system design along with an exciting semester-long system project inspired both by open research projects and actual practices in industry right now.",0
Harvard,Visualization,"The amount and complexity of information produced in science, engineering, business, and everyday human activity is increasing at staggering rates. The goal of this course is to expose you to visual representation methods and techniques that increase the understanding of complex data. Good visualizations not only present a visual interpretation of data, but do so by improving comprehension, communication, and decision making. In this course you will learn how the human visual system processes and perceives images, good design practices for visualization, methods for visualization of data from a variety of fields, and programming of interactive web-based visualizations using D3.","human visual system processes and perceives images, good design practices for visualization, methods for visualization of data from a variety of fields, and programming of interactive web-based visualizations using Create web-based interactive visualizations using Javascript and Critically evaluate visualizations and suggest improvements and refinements Apply a structured design process to create effective visualizations Conceptualize ideas and interaction techniques using sketching and prototyping Use principles of human perception and cognition in visualization design Apply methods for visualization of data from a variety of fieldsWork constructively as a member of a team to carry out a complex project",0
Harvard,Machine Learning,"The goal of the course is to instill a strong technical background for you to robustly, successfully, and responsibly apply machine learning in the world. Thus, in addition to the derivations and the practical components, each class will include some illustrations and discussion of real world applications of machine learning. There will also be a lecture and part of an assignment that is devoted to the ethical implications of machine learning as part of the Embedded EthiCS program. Given the the increasing use of machine learning systems, the users and developers of these systems must hold themselves to high professional and ethical standards. One can cause real harm by pursuing a good cause via poor engineering choices. Quoting one of our favorite superheroes: with great power (to run any kind of analysis) comes great responsibility (to do it properly)! Relatedly, we expect all participants in this course--- co-instructors, teaching staff, and students---to be committed to a open, professional, and inclusive environment. We want everyone to be comfortable in the course and empowered to learn. These qualities take cultivation and effort. We welcome constructive feedback to improving the course environment and want you to reach out to the two co-instructors, or members of the teaching staff, with any concerns.","CS 181 provides a broad and rigorous introduction to machine learning, probabilistic reasoning and decision making in uncertain environments. We will discuss the motivations behind common machine learning algorithms, and the properties that determine whether or not they will work well for a particular task. You will derive the mathematical underpinnings for many common methods, as well as apply machine learning to challenges with real data. In doing so, our goal is that you gain a strong conceptual understanding of machine learning methods that can empower you to pursue future theoretical and practical directions.",0
Harvard,Artificial Intelligence,"CS 182 is an introduction to the area of Artificial Intelligence a.k.a designing intelligent machines. Artificial intelligence aims to understand thinking and intelligence in ways that enable the con- struction of computer systems that are able to reason in uncertain environments. Work in AI has supported the development of driverless cars and house-cleaning robots as well as systems that have defeated world chess champions and planned space explorations. The course has three core sections: search, representation, and uncertainty. In each section, it will provide a thorough understanding of major approaches, representational techniques and core algorithms. In particular we will focus on the trade-offs between the model structure of different frameworks and the algorithmic constraints that this structure implies. Central topics in search will include classical search algorithms, heuristics and relaxation, and adversarial game-playing. The representation section will cover constraint-satisfaction, logical formalisms for representing knowledge, efficient algorithms for logical inference, and an introduction to planning. The sec- tion on uncertainty will introduce probabilistic reasoning, the formalism of Markov decision pro- cesses, and conclude with an overview of Bayesian networks for modeling uncertainty. Within each area, the course will also present practical AI algorithms being used behind the scenes every day and explore cutting edge research and philosophical foundations. The class will include lectures connecting the models we explore with application in natural language process- ing, vision, machine learning, and robotics. In addition to introducing algorithms that every computer scientist should know, the course will provide a good foundation for topics covered in advanced AI courses (CS28x). CS 182 com- plements CS 181, which emphasizes machine learning. Students who take both CS 182 and CS 181, will have the background for understanding current artificial intelligence research and experience implementing algorithms and developing domain models in all key areas of the field. Finally, in spite of its practical usefulness this course is also quite fun. AI also has a long history of research into topics like puzzle-solving, game-playing, and conversational chat-bots. In this spirit, assignments will include programming an efficient Sudoku solver, an clever maze-solving robot, and a ghost avoiding agent for Pac-Man. There will also be much XKCD.
","Students completing this course will have an in-depth understanding of three core areas of AI and the connections among them, and with such other key AI areas as machine learn- ing, robotics, natural language processing and multi-agent systems. They should be able to: choose the appropriate representation for an AI problem or domain model, and construct domain models in that representation choose the appropriate algorithm for reasoning within an AI problem domain implement and debug core AI algorithms in a clean and structured manner design and analyze the performance of an AI system or component describe AI algorithms and representations and explain their performance, in writing and orally critically read papers on AI systems",0
Harvard,Advanced Machine Learning,Advanced Methods for Machine Learning Applications,"Inference and learning, Linear Models (Linear Regression), Linear Classifiers, Linear Optimization, Unsupervised Bayesian Modelling, Undirected Graphical Models, Directed Graphical Models, Factor Analysis, PCA, Exact Inference, Variational Inference, Monte Carlo Simulation, Particle Filtering, Markov Chain, LDA, State Space Space Models, Graph Models, Gaussian and Dirichlet Processes, Deep Learning, Boltzmann Machines, Neural Networks",0
Harvard,Time Series Prediction,Introduction to time series models and forecasting.,"Introduction to classical time series model: autoregressive, moving average, ARIMA models. Some concepts from stochastic processes: martingales, stationarity, Gaussian processes, Brownian motions, ergodic theorems. Some aspects of advanced time series: hidden Markov models, state space models, filtering, smoothing, Kalman filters, sequential Monte Carlo methods.",4
Harvard,Linear Models,"A serious introduction to statistical inference with linear models and related methods. Topics include t-tools and permutation-based alternatives, multiple-group comparisons, analysis of variance, linear regression, model checking and refinement, and causation versus correlation. Emphasis on thinking statistically, evaluating assumptions, and developing tools for real-life applications.","A serious introduction to statistical inference with linear models and related methods. Topics include t-tools and permutation-based alternatives, multiple-group comparisons, analysis of variance, linear regression, model checking and refinement, and causation versus correlation. Emphasis on thinking statistically, evaluating assumptions, and developing tools for real-life applications.",4
Harvard,Generalized Linear Models,"Sequel to Statistics 139, emphasizing common methods for analyzing continuous non-normal and categorical data.","Topics include logistic regression, log-linear models, multinomial logit models, proportional odds models for ordinal data, Gamma and inverse-Gaussian models, over-dispersion, analysis of deviance, model selection and criticism, model diagnostics, and an introduction to non-parametric regression methods. Notes: Examples will be drawn from several fields, particularly from biology and social sciences.",4
Harvard,Introduction to Supervised Learning,This course is designed to follow CS 181 and will dive deeper into the statistical properties of various machine learning methods. The goal of the course is to introduce and prepare students for theoretical and methodological research in statistical machine learning.,"Methods include linear methods for regression and classification, splines, kernel smoothing, additive models, trees, boosting, bagging, and random forests. Statistical principles covered include no-free-lunch theorems, generalization error, degrees of freedom, shrinkage, smoothing, and model selection. The latter part of the course will be devoted to introducing some emerging statistical topics at the cutting edge of statistical machine learning such as using machine learning for statistical inference, conformal inference, using machine learning for causal inference, implicit regularization, algorithmic fairness, differentially-private machine learning, and transfer learning. **different this year** In addition to problem sets but instead of exams or a course project, students will work in groups to synthesize and give short presentations on recent applied and theoretical machine learning papers",4
University of Washington,Data Visualization for Data Scientists,"Recent advances in computation, data management, and sensors are leading our society to generate an ever-increasing flood of digital information. Submerged within the data deluge lies a wealth of information that is potentially valuable to businesses, governments, scientists, and all human communities. In order for data to be of use to humans, we need to understand how to explore and communicate this information effectively so that humans can make sense of and draw valuable insights from the data around us. The visual system is the highest bandwidth channel into the human brain. The goal of data visualization is the unveiling of the underlying structure of large or abstract data sets using visual representations that utilize the powerful processing capabilities of the human visual perceptual system.","The design and presentation of digital information. Use of graphics, animation, visualization software, and hypermedia in presenting and analyzing large and complex data. Vision and perception. Methods of presenting vast and complex data sets to enhance comprehension and analysis. Incorporation of visualization techniques into human-computer interfaces.",0
University of Washington,Human Centered Data Science,This course focuses on fundamental principles of data science and its human implications. We’ll cover data ethics; data privacy; differential privacy; algorithmic bias; legal frameworks and intellectual property; provenance and reproducibility; data curation and preservation; user experience design and usability testing for big data; ethics of crowd work; data communication; and societal impacts of data science.,"research ethics data privacy legal considerations algorithmic bias, transparency, fairness and accountability data provenance, curation, preservation, and reproducibility user experience design and research for big data crowdwork and human computation data communication and visualization societal impacts of data science",0
University of Washington,Data Management for Data Science,This course introduces students to database management systems and techniques that use these systems. Topics covered include data models; query languages; database tuning and optimization; data warehousing; and parallel processing.,"data models, query languages, transactions, data cleaning, and database as a service",0
University of Washington,Software Design for Data Scientists,"This course introduces students to software design and engineering practices and concepts, including version control, testing and automatic build management.","Introduces database management systems and techniques that use such systems; data models, query languages, database tuning and optimization, data warehousing, and parallel processing. Intended for professional students and non-CSE-majors",0
University of Washington,Scalable Data Systems and Algorithms,"This course focuses on principles and algorithms for data management and analysis at scale. We’ll cover designs of and how to use traditional and modern big data systems, as well as the basics of cloud computing.",Principles and algorithms for data management and analysis at scale. Designs of traditional and modern big data systems and how to use those systems. Basics of cloud computing,0
University of Washington,Introduction to Statistics and Probability,"In this course, you’ll get an overview of probability; conditional probability and independence; Bayes’ theorem; discrete and continuous random variables, including jointly distributed random variables; key distributions, including normal distribution and its spin-offs; properties of expectation and variance; conditional expectation; covariance and correlation; central limit theorem; law of large numbers; and parameter estimation.",Overview of probability; conditional probability and independence; Bayes Theorem; discrete and continuous random variables including jointly distributed; key distributions including the normal and its spin offs; properties of expectation and variance; conditional expectation; covariance and correlation; Central Limit Theorem; law of large numbers; Parameter Estimation.,0
University of Washington,Applied Statisctis & Experimental Design,"This course focuses on inferential statistical methods for discrete and continuous random variables, including tests for difference in means and proportions; linear and logistic regression; causation versus correlation; confounding; resampling methods; and study design.",Inferential statistical methods for discrete and continuous random variables including tests for difference in means and proportions; linear and logistic regression; causation versus correlation; confounding; resampling methods; study design.,0
University of Washington,Statistcial Machine Learning for Data Scientists,"This course covers bias-variance trade-off; training versus test error; overfitting; cross-validation; subset selection methods; regularized approaches for linear/logistic regression: ridge and lasso; non-parametric regression: trees, bagging, random forests; local regression and splines; generalized additive models; support vector machines; k-means and hierarchical clustering; and principal components analysis.","Bias-variance trade-off; training versus test error; overfitting; cross-validation; subset selection methods; regularized approaches for linear/logistic regression: ridge and lasso; non-parametric regression: trees, bagging, random forests; local regression and splines; generalized additive models; support vector machines; k-means and hierarchical clustering; principal components analysis",0
University of Washington,Data Science Capstone I,"This course is part one of a two-course capstone sequence where students organize project teams, select project topics, write a project proposal and begin preparing project data sets.","This course is part one of a two-course capstone sequence where students organize project teams, select project topics, write a project proposal and begin preparing project data sets.",0
University of Washington,Data Science Capstone II,"This course is part two of a two-course capstone sequence designed to build upon the student-driven project from DATA 590. Students synthesize and apply knowledge and techniques acquired throughout the Master of Science in Data Science program for working with large data sets, deriving insights from data and sharing insights with other people.","This course is part two of a two-course capstone sequence designed to build upon the student-driven project from DATA 590. Students synthesize and apply knowledge and techniques acquired throughout the Master of Science in Data Science program for working with large data sets, deriving insights from data and sharing insights with other people.",0
University of Texas,Introduction to Machine Learning,Selected topics in the applications of data science to business problems.,"regression analysis, including linear, logistic and multinominal regression; tree models for regression and classification; concepts surrounding model building and model validation, including the bias-variance trade-off, cross validation, and variable selection; basic data wrangling and data visualization; factor models, including principal components analysis and partial least squares regression; clustering; networks; and text.",3
University of Texas,Data Science Programming,"Data-driven analysis has wrought a quiet revolution in business. As disk storage and computing power have become cheaper, companies have started maintaining detailed logs of inventories, sales, and customer activity, among others. Yet, this is only half the job; the real need is for insights, and this course teaches you the tools for that. This course uses Python & Pandas.","Data-driven analysis has wrought a quiet revolution in business. As disk storage and computing power have become cheaper, companies have started maintaining detailed logs of inventories, sales, and customer activity, among others. Yet, this is only half the job; the real need is for insights, and this course teaches you the tools for that. This course uses Python & Pandas.",3
University of Texas,Advanced Machine Learning,"This course will involve the study of a variety of machine learning techniques for predictive analytics. Particular emphasis will be given to approaches that are scalable to very large data sets and/or those that are relatively robust when faced with a large number of predictors, and algorithms for heterogeneous or streaming data. Many of these capabilities are essential for handing BIG DATA. Connections to relevant business problems shall be made via example studies. We will mostly be using Python (specially Scikit-Learn). The central goal of this course is to convey an understanding of the pros and cons of different predictive modeling techniques, so that you can (i) make an informed decision on what approaches to consider when faced with real-life problems requiring predictive modeling, (ii) apply models properly on real datasets so to make valid conclusions. This goal will be reinforced through both theory and hands-on experience.","This course will involve the study of a variety of machine learning techniques for predictive analytics. Particular emphasis will be given to approaches that are scalable to very large data sets and/or those that are relatively robust when faced with a large number of predictors, and algorithms for heterogeneous or streaming data. Many of these capabilities are essential for handing BIG DATA. Connections to relevant business problems shall be made via example studies. We will mostly be using Python (specially Scikit-Learn). The central goal of this course is to convey an understanding of the pros and cons of different predictive modeling techniques, so that you can (i) make an informed decision on what approaches to consider when faced with real-life problems requiring predictive modeling, (ii) apply models properly on real datasets so to make valid conclusions. This goal will be reinforced through both theory and hands-on experience.",3
University of Texas,Analytics for Unstructred Data,Analytics for Unstructred Data,Analytics for Unstructred Data,3
University of Texas,Optimization I,This course deals with optimization methods that help in decision-making. It will cover a broad range of relevant quantitative techniques for decision-making. Each technique will be motivated using important applications and discussed along with some relevant theory. The focus however will be on formulating and solving problems,"linear, quadratic, nonlinear, and integer programming. The course will use python extensively.",3
University of Texas,Information Management,"Explore various concepts of data management and develop expertise in managing data from the design and modeling of a database to data querying and processing. Learn big data storing principles that can be applied to various database products, such as Hadoop, Map Reduce, and Spark.","Explore various concepts of data management and develop expertise in managing data from the design and modeling of a database to data querying and processing. Learn big data storing principles that can be applied to various database products, such as Hadoop, Map Reduce, and Spark.",3
University of Texas,Financial Management,"Recent advances in cost accounting, inputs into the design of cost systems, maximizing shareholder value through the investment decision and the financing decision; time value of money to value projects, bonds, stocks, and an entire firm.","Recent advances in cost accounting, inputs into the design of cost systems, maximizing shareholder value through the investment decision and the financing decision; time value of money to value projects, bonds, stocks, and an entire firm.",3
University of Texas,Supply Chain Analytics,"Supply Chain Management (SCM) is the management of activities governing the flow and transformation of resources from initial suppliers to ultimate consumers to make goods and services available at the right time, place, price, and condition in the most profitable and cost effective manner.","In this course, we will consider analytics applied to important problems found in the management of supply chains. The first half of the course introduces the context for application of analytics in operations. The second half of the course addresses use of analytics in supply chain management.",3
University of Texas,Marketing Analytics I,Introduction to marketing strategy;,"company, customer, competitive analysis, segmentation, targeting and positioning, the marketing mix and mix response analysis.",3
University of Texas,Unsupervised Learning,Unsupervised Learning,Unsupervised Learning,3
University of Texas,Business Analytics Capstone,"Explores foundations of business analytics related to database management, data analysis techniques, and business decision making to solve a business problem of a client.","Explores foundations of business analytics related to database management, data analysis techniques, and business decision making to solve a business problem of a client.",3
University of Texas,Optimization II,This course deals with optimization methods that help in decision-making. It will cover a broad range of relevant quantitative techniques for decision-making under uncertainty. Each technique will be motivated using important applications and discussed along with some relevant theory. The focus however will be on formulating and solving problem,"advanced simulation methods, stochastic programming, dynamic programming, and reinforcement learning. The course will use Python extensively.",3
University of Texas,Demand Analytics/Pricing,"Strategic problems, policies, models, and concepts for the design and control of new or existing operations systems.","Strategic problems, policies, models, and concepts for the design and control of new or existing operations systems.",3
University of Texas,Advanced Data Analytics in Marketing,"Introduction to the data and tools used to analyze the business environment and enable marketing decision making. Uses real world data and problems to evaluate strategic market opportunities and assess the impact of marketing decisions in the marketplace. Discusses analytical and empirical tools that address strategic issues of market sizing, market selection, and competitive analysis, as well as product management, customer management, and marketing function management decisions.","Introduction to the data and tools used to analyze the business environment and enable marketing decision making. Uses real world data and problems to evaluate strategic market opportunities and assess the impact of marketing decisions in the marketplace. Discusses analytical and empirical tools that address strategic issues of market sizing, market selection, and competitive analysis, as well as product management, customer management, and marketing function management decisions.",3
University of Texas,Financia Technology,"The course provides an overview of the most recent technological advances that are radically changing the financial services industry. Technological breakthroughs offer new ways for people to save, invest, borrow, and transact.","how new technologies create value in the financial industry, from reducing unit cost, increasing transparency, increasing competition, creating network effects, leveraging economies of scales, and lowering asymmetric information. We will also study the competitive landscape and the market opportunities and threats for incumbents and new entrants.",2
University of Texas,Healthcare Analytics,"Federal and state legislatures' efforts to reign in health care costs have created strong incentives for service providers to reduce cost and improve quality. Many have invested in IT infrastructure that makes operations data available in digital form. However, many service providers lack the expertise to apply analytic methods to this data to bring about a transformation in health care. This class will focus on key operations challenges and on learning how data may be leveraged to improve operations. The three largest categories for US health care expenditures are hospital services, physician services, and prescription drugs. Therefore, this class focuses on operational challenges arising in outpatient clinics, hospitals, and drug development and production. Within each category, we will examine a combination of business cases and representative data sets. The class will utilize R as a supporting tool. However, prior knowledge of R is not assumed, nor is it necessary for completing any assignments.","Federal and state legislatures' efforts to reign in health care costs have created strong incentives for service providers to reduce cost and improve quality. Many have invested in IT infrastructure that makes operations data available in digital form. However, many service providers lack the expertise to apply analytic methods to this data to bring about a transformation in health care. This class will focus on key operations challenges and on learning how data may be leveraged to improve operations. The three largest categories for US health care expenditures are hospital services, physician services, and prescription drugs. Therefore, this class focuses on operational challenges arising in outpatient clinics, hospitals, and drug development and production. Within each category, we will examine a combination of business cases and representative data sets. The class will utilize R as a supporting tool. However, prior knowledge of R is not assumed, nor is it necessary for completing any assignments.",3
University of Texas,Social Media Analytics,"This course is designed to showcase the virtually unlimited opportunities that exist today to leverage the power of social media. It focuses on a gamut of questions ranging from strategic to operational matters pertaining to a firm’s social media initiatives, metrics to capture relevant outcomes, and predictive analysis to link social media chatter to business performance.","This course is designed to showcase the virtually unlimited opportunities that exist today to leverage the power of social media. It focuses on a gamut of questions ranging from strategic to operational matters pertaining to a firm’s social media initiatives, metrics to capture relevant outcomes, and predictive analysis to link social media chatter to business performance.",3
